"group_idx","year","indivA","indivB","groom_exposure","support_exposure","groom","support"
2,2015,303,380,22,7,0,0
2,2015,303,396,1,0,0,NA
2,2015,303,422,47,11,0,0
2,2015,303,473,26,0,0,NA
2,2015,303,506,24,10,0,0
2,2015,303,541,49,14,1,1
2,2015,326,18,1,0,0,NA
2,2015,326,35,0,2,NA,0
2,2015,326,39,2,1,0,0
2,2015,326,53,36,18,0,0
2,2015,326,56,31,10,0,0
2,2015,326,96,22,8,0,0
2,2015,326,97,34,20,1,0
2,2015,326,122,0,0,NA,NA
2,2015,326,149,2,4,0,0
2,2015,326,157,25,5,0,0
2,2015,326,158,23,8,0,0
2,2015,326,186,0,2,NA,0
2,2015,326,260,34,8,0,0
2,2015,326,303,25,13,0,0
2,2015,326,370,38,26,0,0
2,2015,326,380,3,8,0,0
2,2015,326,396,0,0,NA,NA
2,2015,326,403,1,0,0,NA
2,2015,326,422,35,15,0,0
2,2015,326,473,6,0,0,NA
2,2015,326,506,3,16,0,0
2,2015,326,522,18,19,0,0
2,2015,326,533,6,7,0,0
2,2015,326,541,40,21,0,0
2,2015,370,35,2,2,0,0
2,2015,370,53,72,19,0,2
2,2015,370,56,61,10,0,0
2,2015,370,96,47,9,0,1
2,2015,370,97,65,22,0,2
2,2015,370,122,2,0,0,NA
2,2015,370,149,38,4,0,0
2,2015,370,157,51,6,0,1
2,2015,370,158,49,10,0,2
2,2015,370,186,13,2,0,0
2,2015,370,260,66,8,0,0
2,2015,370,303,46,12,0,0
2,2015,370,326,38,9,0,0
2,2015,370,380,37,8,0,0
2,2015,370,403,6,0,0,NA
2,2015,370,422,71,19,0,4
2,2015,370,473,38,0,0,NA
2,2015,370,506,39,19,0,3
2,2015,370,522,30,24,0,5
2,2015,370,533,8,7,0,0
2,2015,370,541,67,23,1,2
2,2015,380,18,1,0,0,NA
2,2015,380,35,0,2,NA,0
2,2015,380,39,2,1,0,0
2,2015,380,53,34,18,0,0
2,2015,380,56,31,10,0,0
2,2015,380,96,22,8,0,0
2,2015,380,97,33,20,0,0
2,2015,380,122,0,0,NA,NA
2,2015,380,149,1,4,0,0
2,2015,380,157,23,3,0,0
2,2015,380,158,21,8,0,0
2,2015,380,186,0,2,NA,0
2,2015,380,260,32,8,0,0
2,2015,380,303,22,12,0,0
2,2015,380,326,3,9,0,0
2,2015,380,370,37,25,0,0
2,2015,380,396,0,0,NA,NA
2,2015,380,403,1,0,0,NA
2,2015,380,422,33,15,0,0
2,2015,380,473,5,0,0,NA
2,2015,380,506,2,16,0,0
2,2015,380,522,18,19,0,0
2,2015,380,533,6,7,0,0
2,2015,380,541,36,21,0,0
2,2015,396,18,0,0,NA,NA
2,2015,396,39,0,0,NA,NA
2,2015,396,53,0,0,NA,NA
2,2015,396,97,1,0,0,NA
2,2015,396,149,0,0,NA,NA
2,2015,396,260,1,0,0,NA
2,2015,396,303,1,0,0,NA
2,2015,396,326,0,0,NA,NA
2,2015,396,380,0,0,NA,NA
2,2015,396,422,0,0,NA,NA
2,2015,396,473,0,0,NA,NA
2,2015,396,506,0,0,NA,NA
2,2015,396,541,0,0,NA,NA
2,2015,403,53,3,4,0,0
2,2015,403,56,4,0,0,NA
2,2015,403,97,2,0,0,NA
2,2015,403,149,1,0,0,NA
2,2015,403,186,1,0,0,NA
2,2015,403,260,2,0,0,NA
2,2015,403,326,1,0,0,NA
2,2015,403,370,6,4,0,0
2,2015,403,380,1,1,0,0
2,2015,403,422,3,1,0,0
2,2015,403,473,1,0,0,NA
2,2015,403,506,1,3,0,0
2,2015,403,522,10,5,0,0
2,2015,403,541,4,0,0,NA
2,2015,422,18,1,0,0,NA
2,2015,422,35,2,2,0,0
2,2015,422,39,0,0,NA,NA
2,2015,422,53,67,18,3,0
2,2015,422,56,56,10,2,0
2,2015,422,96,45,8,0,0
2,2015,422,97,62,20,1,0
2,2015,422,122,4,0,0,NA
2,2015,422,149,33,4,0,0
2,2015,422,157,49,5,0,0
2,2015,422,158,47,8,0,0
2,2015,422,186,11,2,0,0
2,2015,422,260,65,8,0,0
2,2015,422,303,47,13,0,0
2,2015,422,326,35,9,0,0
2,2015,422,370,71,28,1,2
2,2015,422,380,33,8,4,0
2,2015,422,396,0,0,NA,NA
2,2015,422,403,3,0,0,NA
2,2015,422,473,36,0,0,NA
2,2015,422,506,34,17,2,1
2,2015,422,522,26,19,1,0
2,2015,422,533,8,7,0,0
2,2015,422,541,68,21,0,0
2,2015,473,18,3,0,0,NA
2,2015,473,35,0,2,NA,0
2,2015,473,39,4,1,0,0
2,2015,473,53,37,18,0,0
2,2015,473,56,31,10,0,0
2,2015,473,96,22,8,0,0
2,2015,473,97,36,20,0,0
2,2015,473,122,0,0,NA,NA
2,2015,473,149,4,4,0,0
2,2015,473,157,25,5,0,0
2,2015,473,158,23,8,0,0
2,2015,473,186,0,2,NA,0
2,2015,473,260,35,8,0,0
2,2015,473,303,26,13,0,0
2,2015,473,326,6,9,0,0
2,2015,473,370,38,26,1,0
2,2015,473,380,5,8,0,0
2,2015,473,396,0,0,NA,NA
2,2015,473,403,1,0,0,NA
2,2015,473,422,36,15,0,0
2,2015,473,506,5,16,0,0
2,2015,473,522,18,19,0,0
2,2015,473,533,6,7,0,0
2,2015,473,541,42,21,0,0
2,2015,506,18,1,0,0,NA
2,2015,506,35,0,2,NA,0
2,2015,506,39,2,1,0,0
2,2015,506,53,35,23,6,5
2,2015,506,56,32,10,1,0
2,2015,506,96,23,8,0,0
2,2015,506,97,33,20,0,0
2,2015,506,122,0,0,NA,NA
2,2015,506,149,1,4,0,0
2,2015,506,157,26,5,0,0
2,2015,506,158,24,9,0,1
2,2015,506,186,0,2,NA,0
2,2015,506,260,33,8,0,0
2,2015,506,303,24,13,0,0
2,2015,506,326,3,9,0,0
2,2015,506,370,39,29,1,3
2,2015,506,380,2,8,1,0
2,2015,506,396,0,0,NA,NA
2,2015,506,403,1,0,0,NA
2,2015,506,422,34,18,2,3
2,2015,506,473,5,0,1,NA
2,2015,506,522,18,19,0,0
2,2015,506,533,6,7,0,0
2,2015,506,541,39,22,0,1
2,2015,522,35,5,2,0,0
2,2015,522,53,26,10,0,0
2,2015,522,56,24,0,0,NA
2,2015,522,97,25,6,0,0
2,2015,522,149,18,3,0,0
2,2015,522,186,18,2,0,0
2,2015,522,260,24,2,0,0
2,2015,522,326,18,5,0,1
2,2015,522,370,30,18,0,4
2,2015,522,380,18,1,0,0
2,2015,522,403,10,0,0,NA
2,2015,522,422,26,4,1,0
2,2015,522,473,18,0,0,NA
2,2015,522,506,18,5,0,0
2,2015,522,533,11,8,0,1
2,2015,522,541,26,9,0,1
2,2015,533,35,6,2,0,0
2,2015,533,53,8,4,0,0
2,2015,533,56,6,0,0,NA
2,2015,533,97,9,4,1,1
2,2015,533,149,6,1,0,0
2,2015,533,186,6,1,1,0
2,2015,533,260,9,1,0,0
2,2015,533,326,6,3,0,0
2,2015,533,370,8,4,0,0
2,2015,533,380,6,0,0,NA
2,2015,533,422,8,2,0,0
2,2015,533,473,6,0,0,NA
2,2015,533,506,6,1,0,0
2,2015,533,522,11,5,0,0
2,2015,533,541,8,4,1,0
2,2015,541,18,4,0,0,NA
2,2015,541,35,2,2,0,0
2,2015,541,39,5,1,0,0
2,2015,541,53,69,17,0,1
2,2015,541,56,52,7,1,0
2,2015,541,96,41,8,2,1
2,2015,541,97,64,20,2,1
2,2015,541,122,3,0,0,NA
2,2015,541,149,38,4,0,0
2,2015,541,157,44,4,1,0
2,2015,541,158,45,7,0,0
2,2015,541,186,9,2,0,0
2,2015,541,260,68,8,0,1
2,2015,541,303,49,13,2,1
2,2015,541,326,40,9,0,1
2,2015,541,370,67,27,1,2
2,2015,541,380,36,8,0,0
2,2015,541,396,0,0,NA,NA
2,2015,541,403,4,0,0,NA
2,2015,541,422,68,16,0,1
2,2015,541,473,42,0,0,NA
2,2015,541,506,39,16,0,1
2,2015,541,522,26,20,0,1
2,2015,541,533,8,7,0,0
2,2016,18,39,15,12,0,0
2,2016,18,53,14,11,0,0
2,2016,18,96,1,2,0,0
2,2016,18,97,19,6,0,0
2,2016,18,149,8,3,0,0
2,2016,18,182,5,0,0,NA
2,2016,18,260,21,4,0,0
2,2016,18,303,24,21,0,0
2,2016,18,326,16,7,0,0
2,2016,18,380,18,6,0,0
2,2016,18,396,8,6,0,0
2,2016,18,422,13,3,0,0
2,2016,18,473,15,3,0,0
2,2016,18,506,12,17,0,0
2,2016,18,541,16,6,0,0
2,2016,18,556,2,1,0,0
2,2016,39,18,15,5,0,0
2,2016,39,53,13,11,1,0
2,2016,39,96,1,2,0,0
2,2016,39,97,18,6,0,0
2,2016,39,149,7,3,0,0
2,2016,39,182,5,0,0,NA
2,2016,39,260,20,4,0,0
2,2016,39,303,23,21,0,0
2,2016,39,326,15,7,0,0
2,2016,39,380,17,6,0,0
2,2016,39,396,7,6,0,0
2,2016,39,422,12,4,0,1
2,2016,39,473,14,3,0,0
2,2016,39,506,11,19,0,2
2,2016,39,541,15,6,1,0
2,2016,39,556,2,1,0,0
2,2016,53,18,14,5,0,0
2,2016,53,39,13,13,1,1
2,2016,53,96,2,2,0,0
2,2016,53,97,16,7,0,1
2,2016,53,149,6,4,0,1
2,2016,53,182,6,0,0,NA
2,2016,53,260,19,4,1,0
2,2016,53,303,22,22,1,1
2,2016,53,326,14,7,0,0
2,2016,53,380,16,7,0,1
2,2016,53,396,6,6,0,0
2,2016,53,422,11,3,0,0
2,2016,53,473,13,3,0,0
2,2016,53,506,10,19,1,2
2,2016,53,541,14,6,0,0
2,2016,53,556,3,1,0,0
2,2016,96,18,1,0,0,NA
2,2016,96,39,1,1,0,0
2,2016,96,53,2,2,0,0
2,2016,96,97,1,0,0,NA
2,2016,96,149,1,0,0,NA
2,2016,96,182,4,0,0,NA
2,2016,96,260,2,1,0,0
2,2016,96,303,2,4,0,0
2,2016,96,326,1,1,0,0
2,2016,96,380,1,1,0,0
2,2016,96,396,1,2,0,0
2,2016,96,422,2,0,0,NA
2,2016,96,473,1,1,0,0
2,2016,96,506,1,3,0,0
2,2016,96,541,1,1,0,0
2,2016,97,18,19,5,0,0
2,2016,97,39,18,11,0,0
2,2016,97,53,16,10,0,0
2,2016,97,96,1,2,0,0
2,2016,97,149,11,3,0,0
2,2016,97,182,6,0,0,NA
2,2016,97,260,24,3,0,0
2,2016,97,303,26,20,0,0
2,2016,97,326,19,7,0,0
2,2016,97,380,20,6,0,0
2,2016,97,396,11,6,0,0
2,2016,97,422,15,2,0,0
2,2016,97,473,18,3,0,0
2,2016,97,506,14,15,0,0
2,2016,97,541,19,6,0,0
2,2016,97,556,3,1,0,0
2,2016,149,18,8,5,0,0
2,2016,149,39,7,12,0,0
2,2016,149,53,6,12,0,1
2,2016,149,96,1,2,0,0
2,2016,149,97,11,6,0,0
2,2016,149,182,5,0,0,NA
2,2016,149,260,13,4,0,0
2,2016,149,303,16,22,0,1
2,2016,149,326,8,7,0,0
2,2016,149,380,10,6,0,0
2,2016,149,396,0,6,NA,0
2,2016,149,422,5,3,0,0
2,2016,149,473,7,3,0,0
2,2016,149,506,4,17,0,0
2,2016,149,541,8,6,0,0
2,2016,149,556,2,1,0,0
2,2016,182,18,5,0,0,NA
2,2016,182,39,5,3,0,0
2,2016,182,53,6,4,0,0
2,2016,182,96,4,2,0,0
2,2016,182,97,6,1,0,0
2,2016,182,149,5,1,0,0
2,2016,182,260,8,2,0,0
2,2016,182,303,10,9,0,0
2,2016,182,326,5,2,0,0
2,2016,182,380,7,3,0,0
2,2016,182,396,5,3,0,0
2,2016,182,422,9,1,0,0
2,2016,182,473,6,1,0,0
2,2016,182,506,6,8,1,0
2,2016,182,541,5,2,0,0
2,2016,182,556,4,1,0,0
2,2016,260,18,21,5,0,0
2,2016,260,39,20,12,0,0
2,2016,260,53,19,11,2,0
2,2016,260,96,2,2,0,0
2,2016,260,97,24,6,0,0
2,2016,260,149,13,3,0,0
2,2016,260,182,8,0,0,NA
2,2016,260,303,29,21,0,0
2,2016,260,326,21,7,0,0
2,2016,260,380,23,6,0,0
2,2016,260,396,13,6,0,0
2,2016,260,422,18,3,1,0
2,2016,260,473,20,4,1,1
2,2016,260,506,17,17,0,0
2,2016,260,541,21,6,0,0
2,2016,260,556,4,1,0,0
2,2016,303,18,24,5,0,0
2,2016,303,39,23,12,0,0
2,2016,303,53,22,14,0,3
2,2016,303,96,2,2,0,0
2,2016,303,97,26,7,0,1
2,2016,303,149,16,3,0,0
2,2016,303,182,10,0,0,NA
2,2016,303,260,29,4,0,0
2,2016,303,326,24,7,0,0
2,2016,303,380,26,6,0,0
2,2016,303,396,16,6,0,0
2,2016,303,422,21,3,0,0
2,2016,303,473,23,3,0,0
2,2016,303,506,20,18,0,1
2,2016,303,541,24,6,0,0
2,2016,303,556,5,1,0,0
2,2016,326,18,16,5,0,0
2,2016,326,39,15,13,0,1
2,2016,326,53,14,12,0,1
2,2016,326,96,1,2,0,0
2,2016,326,97,19,6,0,0
2,2016,326,149,8,3,0,0
2,2016,326,182,5,0,0,NA
2,2016,326,260,21,4,0,0
2,2016,326,303,24,21,1,0
2,2016,326,380,18,6,0,0
2,2016,326,396,8,6,0,0
2,2016,326,422,13,3,0,0
2,2016,326,473,15,3,0,0
2,2016,326,506,12,18,0,1
2,2016,326,541,16,6,0,0
2,2016,326,556,2,1,0,0
2,2016,380,18,18,5,0,0
2,2016,380,39,17,12,0,0
2,2016,380,53,16,11,0,0
2,2016,380,96,1,2,0,0
2,2016,380,97,20,6,0,0
2,2016,380,149,10,3,0,0
2,2016,380,182,7,0,0,NA
2,2016,380,260,23,4,0,0
2,2016,380,303,26,21,0,0
2,2016,380,326,18,7,0,0
2,2016,380,396,10,6,0,0
2,2016,380,422,15,3,0,0
2,2016,380,473,17,3,0,0
2,2016,380,506,14,17,1,0
2,2016,380,541,18,6,0,0
2,2016,380,556,4,1,0,0
2,2016,396,18,8,5,0,0
2,2016,396,39,7,12,0,0
2,2016,396,53,6,11,0,0
2,2016,396,96,1,2,0,0
2,2016,396,97,11,6,0,0
2,2016,396,149,0,3,NA,0
2,2016,396,182,5,0,0,NA
2,2016,396,260,13,4,0,0
2,2016,396,303,16,21,0,0
2,2016,396,326,8,7,0,0
2,2016,396,380,10,6,0,0
2,2016,396,422,5,3,0,0
2,2016,396,473,7,3,0,0
2,2016,396,506,4,17,0,0
2,2016,396,541,8,6,0,0
2,2016,396,556,2,1,0,0
2,2016,422,18,13,5,1,0
2,2016,422,39,12,12,0,0
2,2016,422,53,11,11,0,0
2,2016,422,96,2,2,0,0
2,2016,422,97,15,6,2,0
2,2016,422,149,5,3,1,0
2,2016,422,182,9,0,0,NA
2,2016,422,260,18,4,1,0
2,2016,422,303,21,21,0,0
2,2016,422,326,13,7,0,0
2,2016,422,380,15,6,0,0
2,2016,422,396,5,6,0,0
2,2016,422,473,12,3,2,0
2,2016,422,506,9,17,0,0
2,2016,422,541,13,6,0,0
2,2016,422,556,5,1,1,0
2,2016,473,18,15,5,0,0
2,2016,473,39,14,12,0,0
2,2016,473,53,13,11,0,0
2,2016,473,96,1,2,0,0
2,2016,473,97,18,6,0,0
2,2016,473,149,7,3,0,0
2,2016,473,182,6,0,0,NA
2,2016,473,260,20,4,0,0
2,2016,473,303,23,21,0,0
2,2016,473,326,15,7,0,0
2,2016,473,380,17,6,0,0
2,2016,473,396,7,6,0,0
2,2016,473,422,12,3,0,0
2,2016,473,506,11,17,0,0
2,2016,473,541,15,6,0,0
2,2016,473,556,3,1,0,0
2,2016,506,18,12,5,0,0
2,2016,506,39,11,13,0,1
2,2016,506,53,10,12,1,1
2,2016,506,96,1,2,0,0
2,2016,506,97,14,6,0,0
2,2016,506,149,4,3,0,0
2,2016,506,182,6,0,1,NA
2,2016,506,260,17,4,0,0
2,2016,506,303,20,22,2,1
2,2016,506,326,12,7,0,0
2,2016,506,380,14,6,1,0
2,2016,506,396,4,6,0,0
2,2016,506,422,9,4,0,1
2,2016,506,473,11,3,0,0
2,2016,506,541,12,6,0,0
2,2016,506,556,3,1,0,0
2,2016,541,18,16,5,0,0
2,2016,541,39,15,13,1,1
2,2016,541,53,14,11,0,0
2,2016,541,96,1,2,0,0
2,2016,541,97,19,6,0,0
2,2016,541,149,8,3,0,0
2,2016,541,182,5,0,0,NA
2,2016,541,260,21,4,0,0
2,2016,541,303,24,21,0,0
2,2016,541,326,16,7,0,0
2,2016,541,380,18,6,0,0
2,2016,541,396,8,6,0,0
2,2016,541,422,13,3,0,0
2,2016,541,473,15,3,0,0
2,2016,541,506,12,17,0,0
2,2016,541,556,2,1,0,0
2,2016,556,18,2,0,0,NA
2,2016,556,39,2,2,0,0
2,2016,556,53,3,3,0,0
2,2016,556,97,3,1,0,0
2,2016,556,149,2,0,0,NA
2,2016,556,182,4,0,0,NA
2,2016,556,260,4,1,0,0
2,2016,556,303,5,4,0,0
2,2016,556,326,2,1,0,0
2,2016,556,380,4,1,0,0
2,2016,556,396,2,0,0,NA
2,2016,556,422,5,1,0,0
2,2016,556,473,3,0,0,NA
2,2016,556,506,3,3,0,0
2,2016,556,541,2,1,0,0
2,2017,18,39,116,76,2,2
2,2017,18,53,112,66,0,1
2,2017,18,96,5,8,0,0
2,2017,18,97,108,56,1,1
2,2017,18,149,99,56,2,1
2,2017,18,182,69,22,0,1
2,2017,18,254,66,24,0,2
2,2017,18,260,103,29,1,0
2,2017,18,279,66,21,1,0
2,2017,18,303,119,97,0,1
2,2017,18,326,49,28,1,0
2,2017,18,380,53,28,0,1
2,2017,18,396,49,32,1,3
2,2017,18,422,100,57,1,0
2,2017,18,473,53,25,0,0
2,2017,18,491,67,17,1,0
2,2017,18,506,108,88,0,1
2,2017,18,541,100,45,0,1
2,2017,18,556,66,27,0,1
2,2017,39,18,116,39,1,2
2,2017,39,53,130,67,1,2
2,2017,39,96,6,8,0,0
2,2017,39,97,126,58,2,3
2,2017,39,149,117,58,0,3
2,2017,39,182,87,21,0,0
2,2017,39,254,74,23,0,1
2,2017,39,260,119,31,0,2
2,2017,39,279,78,22,0,1
2,2017,39,303,137,100,2,4
2,2017,39,326,67,29,0,1
2,2017,39,380,71,27,0,0
2,2017,39,396,67,29,0,0
2,2017,39,422,118,60,2,3
2,2017,39,473,71,26,0,1
2,2017,39,491,79,18,2,1
2,2017,39,506,126,97,0,10
2,2017,39,541,118,44,0,0
2,2017,39,556,84,27,0,1
2,2017,53,18,112,37,1,0
2,2017,53,39,130,77,1,3
2,2017,53,96,5,8,0,0
2,2017,53,97,127,59,0,0
2,2017,53,149,116,59,1,2
2,2017,53,182,85,23,2,1
2,2017,53,254,74,24,0,2
2,2017,53,260,115,33,3,4
2,2017,53,279,77,21,12,0
2,2017,53,303,136,101,2,2
2,2017,53,326,63,28,1,0
2,2017,53,380,69,31,0,3
2,2017,53,396,63,30,0,1
2,2017,53,422,117,63,1,3
2,2017,53,473,69,30,1,3
2,2017,53,491,78,17,0,0
2,2017,53,506,127,106,13,14
2,2017,53,541,118,47,1,2
2,2017,53,556,80,27,0,1
2,2017,96,18,5,6,0,0
2,2017,96,39,6,11,0,0
2,2017,96,53,5,11,0,0
2,2017,96,97,7,3,0,0
2,2017,96,149,5,7,0,0
2,2017,96,182,2,2,0,0
2,2017,96,254,2,6,0,0
2,2017,96,260,7,2,0,0
2,2017,96,279,1,6,0,0
2,2017,96,303,7,19,0,0
2,2017,96,326,1,2,0,0
2,2017,96,380,1,3,0,0
2,2017,96,396,1,4,0,0
2,2017,96,422,6,3,0,0
2,2017,96,473,1,3,0,0
2,2017,96,491,4,3,0,0
2,2017,96,506,4,11,0,0
2,2017,96,541,6,2,0,0
2,2017,96,556,1,4,0,0
2,2017,97,18,108,37,0,0
2,2017,97,39,126,76,0,2
2,2017,97,53,127,70,0,1
2,2017,97,96,7,8,0,0
2,2017,97,149,113,58,0,1
2,2017,97,182,82,22,0,0
2,2017,97,254,72,22,1,0
2,2017,97,260,113,29,0,0
2,2017,97,279,74,21,0,0
2,2017,97,303,133,100,0,1
2,2017,97,326,59,29,0,1
2,2017,97,380,66,28,0,0
2,2017,97,396,59,29,0,0
2,2017,97,422,114,60,0,0
2,2017,97,473,66,27,0,0
2,2017,97,491,75,17,2,0
2,2017,97,506,124,92,0,0
2,2017,97,541,115,47,0,2
2,2017,97,556,76,26,0,0
2,2017,149,18,99,38,2,1
2,2017,149,39,117,75,0,1
2,2017,149,53,116,72,2,3
2,2017,149,96,5,8,0,0
2,2017,149,97,113,59,0,0
2,2017,149,182,71,22,2,0
2,2017,149,254,67,23,4,1
2,2017,149,260,103,31,1,2
2,2017,149,279,69,21,0,0
2,2017,149,303,122,101,7,2
2,2017,149,326,50,29,0,1
2,2017,149,380,54,30,3,2
2,2017,149,396,50,32,0,3
2,2017,149,422,103,61,6,1
2,2017,149,473,55,28,0,1
2,2017,149,491,70,17,1,0
2,2017,149,506,113,95,0,3
2,2017,149,541,104,46,1,1
2,2017,149,556,67,26,0,0
2,2017,182,18,69,38,0,1
2,2017,182,39,87,74,0,0
2,2017,182,53,85,69,0,0
2,2017,182,96,2,8,0,0
2,2017,182,97,82,59,0,0
2,2017,182,149,71,57,0,0
2,2017,182,254,37,22,0,0
2,2017,182,260,74,29,0,0
2,2017,182,279,34,21,0,0
2,2017,182,303,91,100,0,1
2,2017,182,326,20,28,0,0
2,2017,182,380,25,28,0,0
2,2017,182,396,20,29,0,0
2,2017,182,422,72,61,0,1
2,2017,182,473,25,27,0,0
2,2017,182,491,35,17,0,0
2,2017,182,506,82,92,0,0
2,2017,182,541,73,45,0,0
2,2017,182,556,37,27,1,1
2,2017,254,18,66,33,0,1
2,2017,254,39,74,65,0,1
2,2017,254,53,74,59,0,1
2,2017,254,96,2,8,0,0
2,2017,254,97,72,50,0,0
2,2017,254,149,67,54,0,0
2,2017,254,182,37,18,0,0
2,2017,254,260,64,20,0,0
2,2017,254,279,39,21,0,0
2,2017,254,303,81,87,1,1
2,2017,254,326,20,26,0,0
2,2017,254,380,21,27,0,0
2,2017,254,396,20,22,0,0
2,2017,254,422,65,50,0,0
2,2017,254,473,21,19,0,0
2,2017,254,491,39,17,0,0
2,2017,254,506,72,81,0,0
2,2017,254,541,70,36,0,0
2,2017,254,556,31,21,0,1
2,2017,260,18,103,39,0,2
2,2017,260,39,119,74,0,2
2,2017,260,53,115,67,4,3
2,2017,260,96,7,8,0,0
2,2017,260,97,113,55,0,0
2,2017,260,149,103,57,1,2
2,2017,260,182,74,21,1,0
2,2017,260,254,64,22,0,0
2,2017,260,279,66,21,1,0
2,2017,260,303,124,99,2,3
2,2017,260,326,54,28,0,0
2,2017,260,380,58,27,2,0
2,2017,260,396,54,29,0,0
2,2017,260,422,105,57,7,0
2,2017,260,473,57,25,1,0
2,2017,260,491,67,17,1,0
2,2017,260,506,112,90,2,5
2,2017,260,541,105,42,0,0
2,2017,260,556,71,25,18,0
2,2017,279,18,66,36,0,0
2,2017,279,39,78,70,0,1
2,2017,279,53,77,66,0,0
2,2017,279,96,1,8,0,0
2,2017,279,97,74,58,0,0
2,2017,279,149,69,55,0,0
2,2017,279,182,34,20,0,0
2,2017,279,254,39,22,0,0
2,2017,279,260,66,23,0,0
2,2017,279,303,83,93,0,0
2,2017,279,326,17,27,0,0
2,2017,279,380,18,27,0,0
2,2017,279,396,17,27,0,0
2,2017,279,422,66,59,0,0
2,2017,279,473,18,20,0,0
2,2017,279,491,37,17,0,0
2,2017,279,506,74,89,0,1
2,2017,279,541,71,41,0,0
2,2017,279,556,28,22,0,0
2,2017,303,18,119,39,2,2
2,2017,303,39,137,80,0,6
2,2017,303,53,136,71,0,2
2,2017,303,96,7,8,0,0
2,2017,303,97,133,59,1,0
2,2017,303,149,122,61,0,4
2,2017,303,182,91,23,0,1
2,2017,303,254,81,24,0,2
2,2017,303,260,124,30,0,1
2,2017,303,279,83,21,0,0
2,2017,303,326,70,28,0,0
2,2017,303,380,74,28,0,0
2,2017,303,396,70,31,1,2
2,2017,303,422,123,63,0,3
2,2017,303,473,75,27,0,0
2,2017,303,491,84,17,0,0
2,2017,303,506,133,95,0,3
2,2017,303,541,124,45,0,0
2,2017,303,556,87,27,0,1
2,2017,326,18,49,37,0,0
2,2017,326,39,67,74,0,0
2,2017,326,53,63,65,1,0
2,2017,326,96,1,8,0,0
2,2017,326,97,59,55,0,0
2,2017,326,149,50,55,0,0
2,2017,326,182,20,21,0,0
2,2017,326,254,20,22,0,0
2,2017,326,260,54,29,0,0
2,2017,326,279,17,21,0,0
2,2017,326,303,70,96,0,0
2,2017,326,380,5,27,0,0
2,2017,326,396,0,29,NA,0
2,2017,326,422,51,57,1,0
2,2017,326,473,5,25,0,0
2,2017,326,491,18,17,0,0
2,2017,326,506,59,87,0,0
2,2017,326,541,51,44,0,0
2,2017,326,556,17,26,0,0
2,2017,380,18,53,38,0,1
2,2017,380,39,71,74,0,0
2,2017,380,53,69,72,0,3
2,2017,380,96,1,8,0,0
2,2017,380,97,66,59,0,0
2,2017,380,149,54,59,1,2
2,2017,380,182,25,23,0,1
2,2017,380,254,21,22,0,0
2,2017,380,260,58,30,1,1
2,2017,380,279,18,21,0,0
2,2017,380,303,74,98,0,1
2,2017,380,326,5,27,0,0
2,2017,380,396,5,29,0,0
2,2017,380,422,56,62,0,2
2,2017,380,473,10,28,0,1
2,2017,380,491,19,17,0,0
2,2017,380,506,65,93,1,1
2,2017,380,541,57,47,0,2
2,2017,380,556,21,27,0,1
2,2017,396,18,49,38,1,1
2,2017,396,39,67,78,1,4
2,2017,396,53,63,66,0,1
2,2017,396,96,1,8,0,0
2,2017,396,97,59,55,1,0
2,2017,396,149,50,56,0,1
2,2017,396,182,20,21,0,0
2,2017,396,254,20,22,0,0
2,2017,396,260,54,30,0,1
2,2017,396,279,17,21,0,0
2,2017,396,303,70,97,1,1
2,2017,396,326,0,28,NA,0
2,2017,396,380,5,27,0,0
2,2017,396,422,51,57,0,0
2,2017,396,473,5,25,0,0
2,2017,396,491,18,17,0,0
2,2017,396,506,59,87,0,0
2,2017,396,541,51,45,0,1
2,2017,396,556,17,26,0,0
2,2017,422,18,100,37,0,0
2,2017,422,39,118,77,2,3
2,2017,422,53,117,73,5,4
2,2017,422,96,6,8,0,0
2,2017,422,97,114,59,0,0
2,2017,422,149,103,59,4,2
2,2017,422,182,72,22,4,0
2,2017,422,254,65,22,2,0
2,2017,422,260,105,31,6,2
2,2017,422,279,66,22,0,1
2,2017,422,303,123,100,6,1
2,2017,422,326,51,28,1,0
2,2017,422,380,56,28,0,0
2,2017,422,396,51,30,1,1
2,2017,422,473,56,27,0,0
2,2017,422,491,67,17,11,0
2,2017,422,506,114,99,7,7
2,2017,422,541,105,46,0,1
2,2017,422,556,68,26,1,0
2,2017,473,18,53,37,0,0
2,2017,473,39,71,74,0,0
2,2017,473,53,69,70,1,2
2,2017,473,96,1,8,0,0
2,2017,473,97,66,59,0,0
2,2017,473,149,55,57,0,0
2,2017,473,182,25,22,0,0
2,2017,473,254,21,22,0,0
2,2017,473,260,57,29,1,0
2,2017,473,279,18,21,0,0
2,2017,473,303,75,100,0,2
2,2017,473,326,5,27,0,0
2,2017,473,380,10,27,0,0
2,2017,473,396,5,29,0,0
2,2017,473,422,56,60,0,0
2,2017,473,491,19,17,0,0
2,2017,473,506,67,94,0,3
2,2017,473,541,57,46,0,1
2,2017,473,556,22,26,0,0
2,2017,491,18,67,36,0,0
2,2017,491,39,79,69,1,0
2,2017,491,53,78,66,0,0
2,2017,491,96,4,8,0,0
2,2017,491,97,75,58,0,0
2,2017,491,149,70,55,0,0
2,2017,491,182,35,20,0,0
2,2017,491,254,39,22,0,0
2,2017,491,260,67,23,0,0
2,2017,491,279,37,21,0,0
2,2017,491,303,84,93,0,0
